"BehaviorSpace results (NetLogo 6.4.0)","Table version 2.0"
"collective-action-imitation.nlogo"
"General Analysis CA Baseline"
"07/17/2025 13:59:54:765 +0100"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","initial-resisted","corruption?","coercion-level","initial-enrolled","corruption-penalty","media-shock-freq","trust-erosion","force-enrollment?","appeals-process?","media-shock?","[step]","total-enrolled","total-resisted","total-undecided","enrolled-urban","enrolled-rural","resisted-urban","resisted-rural","avg-trust","avg-digital-literacy","avg-rural-literacy"
"3","100","true","0","300","1","91","51","true","true","true","258","300","342","358","161","139","74","268","0.32627889219366785","0.3156862745098039","0.10759493670886076"
"5","100","true","0","300","1","91","51","true","true","true","260","300","338","362","156","144","73","265","0.3225386234357548","0.3215686274509804","0.11041666666666666"
"4","100","true","0","300","1","91","51","true","true","true","281","300","373","327","168","132","67","306","0.2573586062321063","0.31176470588235294","0.11242603550295859"
"2","100","true","0","300","1","91","51","true","true","true","220","300","351","349","150","150","62","289","0.31168369895242104","0.2950980392156863","0.09514563106796116"
"3","100","true","0","300","1","91","51","true","true","true","259","300","342","358","161","139","74","268","0.3262788921936674","0.3156862745098039","0.10759493670886076"
"5","100","true","0","300","1","91","51","true","true","true","261","300","338","362","156","144","73","265","0.32253862343575457","0.3215686274509804","0.11041666666666666"
"4","100","true","0","300","1","91","51","true","true","true","282","300","373","327","168","132","67","306","0.2573586062321061","0.31176470588235294","0.11242603550295859"
"2","100","true","0","300","1","91","51","true","true","true","221","300","351","349","150","150","62","289","0.31168369895242115","0.2950980392156863","0.09514563106796116"
"3","100","true","0","300","1","91","51","true","true","true","260","300","342","358","161","139","74","268","0.3262788921936678","0.3156862745098039","0.10759493670886076"
"5","100","true","0","300","1","91","51","true","true","true","262","300","338","362","156","144","73","265","0.32253862343575423","0.3215686274509804","0.11041666666666666"
"2","100","true","0","300","1","91","51","true","true","true","222","300","351","349","150","150","62","289","0.31168369895242115","0.2950980392156863","0.09514563106796116"
"4","100","true","0","300","1","91","51","true","true","true","283","300","373","327","168","132","67","306","0.2573586062321064","0.31176470588235294","0.11242603550295859"
"5","100","true","0","300","1","91","51","true","true","true","263","300","338","362","156","144","73","265","0.3225386234357547","0.3215686274509804","0.11041666666666666"
"3","100","true","0","300","1","91","51","true","true","true","261","300","342","358","161","139","74","268","0.3262788921936677","0.3156862745098039","0.10759493670886076"
"1","100","true","0","300","1","91","51","true","true","true","98","300","344","356","145","155","69","275","0.3912054445172901","0.30490196078431375","0.108"
"3","100","true","0","300","1","91","51","true","true","true","262","300","342","358","161","139","74","268","0.32627889219366796","0.3156862745098039","0.10759493670886076"
"5","100","true","0","300","1","91","51","true","true","true","264","300","338","362","156","144","73","265","0.32253862343575385","0.3215686274509804","0.11041666666666666"
"4","100","true","0","300","1","91","51","true","true","true","284","300","373","327","168","132","67","306","0.2573586062321063","0.31176470588235294","0.11242603550295859"
"2","100","true","0","300","1","91","51","true","true","true","223","300","351","349","150","150","62","289","0.31168369895242054","0.2950980392156863","0.09514563106796116"
"3","100","true","0","300","1","91","51","true","true","true","263","300","342","358","161","139","74","268","0.32627889219366774","0.3156862745098039","0.10759493670886076"
"4","100","true","0","300","1","91","51","true","true","true","285","300","373","327","168","132","67","306","0.2573586062321064","0.31176470588235294","0.11242603550295859"
"5","100","true","0","300","1","91","51","true","true","true","265","300","338","362","156","144","73","265","0.3225386234357546","0.3215686274509804","0.11041666666666666"
"1","100","true","0","300","1","91","51","true","true","true","99","300","344","356","145","155","69","275","0.3912054445172896","0.30490196078431375","0.108"
"2","100","true","0","300","1","91","51","true","true","true","224","300","351","349","150","150","62","289","0.3116836989524209","0.2950980392156863","0.09514563106796116"
"5","100","true","0","300","1","91","51","true","true","true","266","300","338","362","156","144","73","265","0.32253862343575423","0.3215686274509804","0.11041666666666666"
"3","100","true","0","300","1","91","51","true","true","true","264","300","342","358","161","139","74","268","0.32627889219366774","0.3156862745098039","0.10759493670886076"
"4","100","true","0","300","1","91","51","true","true","true","286","300","373","327","168","132","67","306","0.25735860623210643","0.31176470588235294","0.11242603550295859"
"2","100","true","0","300","1","91","51","true","true","true","225","300","351","349","150","150","62","289","0.31168369895242093","0.2950980392156863","0.09514563106796116"
"1","100","true","0","300","1","91","51","true","true","true","100","300","344","356","145","155","69","275","0.39120544451728967","0.30490196078431375","0.108"
"3","100","true","0","300","1","91","51","true","true","true","265","300","342","358","161","139","74","268","0.3262788921936677","0.3156862745098039","0.10759493670886076"
"5","100","true","0","300","1","91","51","true","true","true","267","300","338","362","156","144","73","265","0.32253862343575457","0.3215686274509804","0.11041666666666666"
"4","100","true","0","300","1","91","51","true","true","true","287","300","373","327","168","132","67","306","0.25735860623210643","0.31176470588235294","0.11242603550295859"
"2","100","true","0","300","1","91","51","true","true","true","226","300","351","349","150","150","62","289","0.31168369895242104","0.2950980392156863","0.09514563106796116"
"1","100","true","0","300","1","91","51","true","true","true","101","300","344","356","145","155","69","275","0.39120544451728934","0.30490196078431375","0.108"
"5","100","true","0","300","1","91","51","true","true","true","268","300","338","362","156","144","73","265","0.3225386234357548","0.3215686274509804","0.11041666666666666"
"3","100","true","0","300","1","91","51","true","true","true","266","300","342","358","161","139","74","268","0.3262788921936676","0.3156862745098039","0.10759493670886076"
"4","100","true","0","300","1","91","51","true","true","true","288","300","373","327","168","132","67","306","0.2573586062321063","0.31176470588235294","0.11242603550295859"
"2","100","true","0","300","1","91","51","true","true","true","227","300","351","349","150","150","62","289","0.31168369895242115","0.2950980392156863","0.09514563106796116"
"3","100","true","0","300","1","91","51","true","true","true","267","300","342","358","161","139","74","268","0.3262788921936675","0.3156862745098039","0.10759493670886076"
"5","100","true","0","300","1","91","51","true","true","true","269","300","338","362","156","144","73","265","0.3225386234357543","0.3215686274509804","0.11041666666666666"
"4","100","true","0","300","1","91","51","true","true","true","289","300","373","327","168","132","67","306","0.2573586062321061","0.31176470588235294","0.11242603550295859"
"1","100","true","0","300","1","91","51","true","true","true","102","300","344","356","145","155","69","275","0.3912054445172894","0.30490196078431375","0.108"
"2","100","true","0","300","1","91","51","true","true","true","228","300","351","349","150","150","62","289","0.31168369895242143","0.2950980392156863","0.09514563106796116"
"3","100","true","0","300","1","91","51","true","true","true","268","300","342","358","161","139","74","268","0.3262788921936679","0.3156862745098039","0.10759493670886076"
"5","100","true","0","300","1","91","51","true","true","true","270","300","338","362","156","144","73","265","0.32253862343575423","0.3215686274509804","0.11041666666666666"
"4","100","true","0","300","1","91","51","true","true","true","290","300","373","327","168","132","67","306","0.25735860623210627","0.31176470588235294","0.11242603550295859"
"5","100","true","0","300","1","91","51","true","true","true","271","300","338","362","156","144","73","265","0.3225386234357543","0.3215686274509804","0.11041666666666666"
"4","100","true","0","300","1","91","51","true","true","true","291","300","373","327","168","132","67","306","0.2573586062321063","0.31176470588235294","0.11242603550295859"
"2","100","true","0","300","1","91","51","true","true","true","229","300","351","349","150","150","62","289","0.311683698952421","0.2950980392156863","0.09514563106796116"
"3","100","true","0","300","1","91","51","true","true","true","269","300","342","358","161","139","74","268","0.3262788921936678","0.3156862745098039","0.10759493670886076"
"1","100","true","0","300","1","91","51","true","true","true","103","300","344","356","145","155","69","275","0.3857740719682702","0.30490196078431375","0.108"
"4","100","true","0","300","1","91","51","true","true","true","292","300","373","327","168","132","67","306","0.2573586062321062","0.31176470588235294","0.11242603550295859"
"2","100","true","0","300","1","91","51","true","true","true","230","300","351","349","150","150","62","289","0.3116836989524211","0.2950980392156863","0.09514563106796116"
"5","100","true","0","300","1","91","51","true","true","true","272","300","338","362","156","144","73","265","0.3225386234357543","0.3215686274509804","0.11041666666666666"
"3","100","true","0","300","1","91","51","true","true","true","270","300","342","358","161","139","74","268","0.32627889219366774","0.3156862745098039","0.10759493670886076"
"4","100","true","0","300","1","91","51","true","true","true","293","300","373","327","168","132","67","306","0.2573586062321062","0.31176470588235294","0.11242603550295859"
"5","100","true","0","300","1","91","51","true","true","true","273","300","338","362","156","144","73","265","0.3225386234357544","0.3215686274509804","0.11041666666666666"
"2","100","true","0","300","1","91","51","true","true","true","231","300","351","349","150","150","62","289","0.3116836989524211","0.2950980392156863","0.09514563106796116"
"1","100","true","0","300","1","91","51","true","true","true","104","300","344","356","145","155","69","275","0.38577407196827007","0.30490196078431375","0.108"
"3","100","true","0","300","1","91","51","true","true","true","271","300","342","358","161","139","74","268","0.32627889219366746","0.3156862745098039","0.10759493670886076"
"4","100","true","0","300","1","91","51","true","true","true","294","300","373","327","168","132","67","306","0.2573586062321062","0.31176470588235294","0.11242603550295859"
"2","100","true","0","300","1","91","51","true","true","true","232","300","351","349","150","150","62","289","0.3116836989524213","0.2950980392156863","0.09514563106796116"
"1","100","true","0","300","1","91","51","true","true","true","105","300","344","356","145","155","69","275","0.38577407196826996","0.30490196078431375","0.108"
"5","100","true","0","300","1","91","51","true","true","true","274","300","341","359","156","144","75","266","0.2663621528475196","0.3215686274509804","0.11041666666666666"
"3","100","true","0","300","1","91","51","true","true","true","272","300","342","358","161","139","74","268","0.32627889219366735","0.3156862745098039","0.10759493670886076"
"4","100","true","0","300","1","91","51","true","true","true","295","300","373","327","168","132","67","306","0.2573586062321064","0.31176470588235294","0.11242603550295859"
"2","100","true","0","300","1","91","51","true","true","true","233","300","351","349","150","150","62","289","0.31168369895242076","0.2950980392156863","0.09514563106796116"
"3","100","true","0","300","1","91","51","true","true","true","273","300","342","358","161","139","74","268","0.32627889219366796","0.3156862745098039","0.10759493670886076"
"4","100","true","0","300","1","91","51","true","true","true","296","300","373","327","168","132","67","306","0.25735860623210627","0.31176470588235294","0.11242603550295859"
"5","100","true","0","300","1","91","51","true","true","true","275","300","341","359","156","144","75","266","0.2663621528475192","0.3215686274509804","0.11041666666666666"
"1","100","true","0","300","1","91","51","true","true","true","106","300","344","356","145","155","69","275","0.38577407196827007","0.30490196078431375","0.108"
"2","100","true","0","300","1","91","51","true","true","true","234","300","351","349","150","150","62","289","0.3116836989524211","0.2950980392156863","0.09514563106796116"
"4","100","true","0","300","1","91","51","true","true","true","297","300","373","327","168","132","67","306","0.2573586062321065","0.31176470588235294","0.11242603550295859"
"3","100","true","0","300","1","91","51","true","true","true","274","300","345","355","161","139","76","269","0.2697102647426872","0.3156862745098039","0.10759493670886076"
"2","100","true","0","300","1","91","51","true","true","true","235","300","351","349","150","150","62","289","0.31168369895242104","0.2950980392156863","0.09514563106796116"
"1","100","true","0","300","1","91","51","true","true","true","107","300","344","356","145","155","69","275","0.38577407196827024","0.30490196078431375","0.108"
"5","100","true","0","300","1","91","51","true","true","true","276","300","341","359","156","144","75","266","0.26636215284751924","0.3215686274509804","0.11041666666666666"
"4","100","true","0","300","1","91","51","true","true","true","298","300","373","327","168","132","67","306","0.2573586062321064","0.31176470588235294","0.11242603550295859"
"3","100","true","0","300","1","91","51","true","true","true","275","300","345","355","161","139","76","269","0.26971026474268733","0.3156862745098039","0.10759493670886076"
"2","100","true","0","300","1","91","51","true","true","true","236","300","351","349","150","150","62","289","0.311683698952421","0.2950980392156863","0.09514563106796116"
"4","100","true","0","300","1","91","51","true","true","true","299","300","373","327","168","132","67","306","0.2573586062321063","0.31176470588235294","0.11242603550295859"
"3","100","true","0","300","1","91","51","true","true","true","276","300","345","355","161","139","76","269","0.2697102647426872","0.3156862745098039","0.10759493670886076"
"1","100","true","0","300","1","91","51","true","true","true","108","300","344","356","145","155","69","275","0.3857740719682702","0.30490196078431375","0.108"
"2","100","true","0","300","1","91","51","true","true","true","237","300","351","349","150","150","62","289","0.31168369895242104","0.2950980392156863","0.09514563106796116"
"3","100","true","0","300","1","91","51","true","true","true","277","300","345","355","161","139","76","269","0.2697102647426871","0.3156862745098039","0.10759493670886076"
"4","100","true","0","300","1","91","51","true","true","true","300","300","373","327","168","132","67","306","0.2573586062321064","0.31176470588235294","0.11242603550295859"
"5","100","true","0","300","1","91","51","true","true","true","277","300","341","359","156","144","75","266","0.2663621528475195","0.3215686274509804","0.11041666666666666"
"3","100","true","0","300","1","91","51","true","true","true","278","300","345","355","161","139","76","269","0.2697102647426871","0.3156862745098039","0.10759493670886076"
"2","100","true","0","300","1","91","51","true","true","true","238","300","351","349","150","150","62","289","0.3116836989524208","0.2950980392156863","0.09514563106796116"
"1","100","true","0","300","1","91","51","true","true","true","109","300","344","356","145","155","69","275","0.3857740719682701","0.30490196078431375","0.108"
"3","100","true","0","300","1","91","51","true","true","true","279","300","345","355","161","139","76","269","0.2697102647426876","0.3156862745098039","0.10759493670886076"
"2","100","true","0","300","1","91","51","true","true","true","239","300","351","349","150","150","62","289","0.31168369895242104","0.2950980392156863","0.09514563106796116"
"1","100","true","0","300","1","91","51","true","true","true","110","300","344","356","145","155","69","275","0.38577407196826957","0.30490196078431375","0.108"
"5","100","true","0","300","1","91","51","true","true","true","278","300","341","359","156","144","75","266","0.2663621528475191","0.3215686274509804","0.11041666666666666"
"2","100","true","0","300","1","91","51","true","true","true","240","300","351","349","150","150","62","289","0.31168369895242104","0.2950980392156863","0.09514563106796116"
"3","100","true","0","300","1","91","51","true","true","true","280","300","345","355","161","139","76","269","0.2697102647426872","0.3156862745098039","0.10759493670886076"
"1","100","true","0","300","1","91","51","true","true","true","111","300","344","356","145","155","69","275","0.3857740719682703","0.30490196078431375","0.108"
"5","100","true","0","300","1","91","51","true","true","true","279","300","341","359","156","144","75","266","0.26636215284751913","0.3215686274509804","0.11041666666666666"
"2","100","true","0","300","1","91","51","true","true","true","241","300","351","349","150","150","62","289","0.31168369895242115","0.2950980392156863","0.09514563106796116"
"3","100","true","0","300","1","91","51","true","true","true","281","300","345","355","161","139","76","269","0.2697102647426874","0.3156862745098039","0.10759493670886076"
"5","100","true","0","300","1","91","51","true","true","true","280","300","341","359","156","144","75","266","0.26636215284751924","0.3215686274509804","0.11041666666666666"
"2","100","true","0","300","1","91","51","true","true","true","242","300","351","349","150","150","62","289","0.3116836989524213","0.2950980392156863","0.09514563106796116"
"3","100","true","0","300","1","91","51","true","true","true","282","300","345","355","161","139","76","269","0.2697102647426873","0.3156862745098039","0.10759493670886076"
"2","100","true","0","300","1","91","51","true","true","true","243","300","351","349","150","150","62","289","0.31168369895242093","0.2950980392156863","0.09514563106796116"
"5","100","true","0","300","1","91","51","true","true","true","281","300","341","359","156","144","75","266","0.2663621528475194","0.3215686274509804","0.11041666666666666"
"1","100","true","0","300","1","91","51","true","true","true","112","300","344","356","145","155","69","275","0.3857740719682702","0.30490196078431375","0.108"
"3","100","true","0","300","1","91","51","true","true","true","283","300","345","355","161","139","76","269","0.2697102647426871","0.3156862745098039","0.10759493670886076"
"5","100","true","0","300","1","91","51","true","true","true","282","300","341","359","156","144","75","266","0.26636215284751935","0.3215686274509804","0.11041666666666666"
"2","100","true","0","300","1","91","51","true","true","true","244","300","351","349","150","150","62","289","0.3116836989524212","0.2950980392156863","0.09514563106796116"
"3","100","true","0","300","1","91","51","true","true","true","284","300","345","355","161","139","76","269","0.2697102647426874","0.3156862745098039","0.10759493670886076"
"5","100","true","0","300","1","91","51","true","true","true","283","300","341","359","156","144","75","266","0.2663621528475194","0.3215686274509804","0.11041666666666666"
"2","100","true","0","300","1","91","51","true","true","true","245","300","351","349","150","150","62","289","0.31168369895242104","0.2950980392156863","0.09514563106796116"
"1","100","true","0","300","1","91","51","true","true","true","113","300","344","356","145","155","69","275","0.3857740719682703","0.30490196078431375","0.108"
"2","100","true","0","300","1","91","51","true","true","true","246","300","351","349","150","150","62","289","0.31168369895242093","0.2950980392156863","0.09514563106796116"
"3","100","true","0","300","1","91","51","true","true","true","285","300","345","355","161","139","76","269","0.26971026474268717","0.3156862745098039","0.10759493670886076"
"5","100","true","0","300","1","91","51","true","true","true","284","300","341","359","156","144","75","266","0.2663621528475193","0.3215686274509804","0.11041666666666666"
"2","100","true","0","300","1","91","51","true","true","true","247","300","351","349","150","150","62","289","0.31168369895242126","0.2950980392156863","0.09514563106796116"
"3","100","true","0","300","1","91","51","true","true","true","286","300","345","355","161","139","76","269","0.26971026474268706","0.3156862745098039","0.10759493670886076"
"1","100","true","0","300","1","91","51","true","true","true","114","300","344","356","145","155","69","275","0.38577407196827035","0.30490196078431375","0.108"
"5","100","true","0","300","1","91","51","true","true","true","285","300","341","359","156","144","75","266","0.26636215284751935","0.3215686274509804","0.11041666666666666"
"2","100","true","0","300","1","91","51","true","true","true","248","300","351","349","150","150","62","289","0.3116836989524214","0.2950980392156863","0.09514563106796116"
"2","100","true","0","300","1","91","51","true","true","true","249","300","351","349","150","150","62","289","0.3116836989524213","0.2950980392156863","0.09514563106796116"
"5","100","true","0","300","1","91","51","true","true","true","286","300","341","359","156","144","75","266","0.266362152847519","0.3215686274509804","0.11041666666666666"
"1","100","true","0","300","1","91","51","true","true","true","115","300","344","356","145","155","69","275","0.3857740719682704","0.30490196078431375","0.108"
"3","100","true","0","300","1","91","51","true","true","true","287","300","345","355","161","139","76","269","0.26971026474268733","0.3156862745098039","0.10759493670886076"
"5","100","true","0","300","1","91","51","true","true","true","287","300","341","359","156","144","75","266","0.266362152847519","0.3215686274509804","0.11041666666666666"
"5","100","true","0","300","1","91","51","true","true","true","288","300","341","359","156","144","75","266","0.26636215284751924","0.3215686274509804","0.11041666666666666"
"3","100","true","0","300","1","91","51","true","true","true","288","300","345","355","161","139","76","269","0.2697102647426872","0.3156862745098039","0.10759493670886076"
"1","100","true","0","300","1","91","51","true","true","true","116","300","344","356","145","155","69","275","0.38577407196827057","0.30490196078431375","0.108"
"2","100","true","0","300","1","91","51","true","true","true","250","300","351","349","150","150","62","289","0.3116836989524209","0.2950980392156863","0.09514563106796116"
"5","100","true","0","300","1","91","51","true","true","true","289","300","341","359","156","144","75","266","0.2663621528475192","0.3215686274509804","0.11041666666666666"
"3","100","true","0","300","1","91","51","true","true","true","289","300","345","355","161","139","76","269","0.2697102647426869","0.3156862745098039","0.10759493670886076"
"1","100","true","0","300","1","91","51","true","true","true","117","300","344","356","145","155","69","275","0.3857740719682701","0.30490196078431375","0.108"
"3","100","true","0","300","1","91","51","true","true","true","290","300","345","355","161","139","76","269","0.26971026474268744","0.3156862745098039","0.10759493670886076"
"2","100","true","0","300","1","91","51","true","true","true","251","300","351","349","150","150","62","289","0.3116836989524207","0.2950980392156863","0.09514563106796116"
"5","100","true","0","300","1","91","51","true","true","true","290","300","341","359","156","144","75","266","0.26636215284751913","0.3215686274509804","0.11041666666666666"
"1","100","true","0","300","1","91","51","true","true","true","118","300","344","356","145","155","69","275","0.38577407196827007","0.30490196078431375","0.108"
"3","100","true","0","300","1","91","51","true","true","true","291","300","345","355","161","139","76","269","0.2697102647426871","0.3156862745098039","0.10759493670886076"
"5","100","true","0","300","1","91","51","true","true","true","291","300","341","359","156","144","75","266","0.2663621528475193","0.3215686274509804","0.11041666666666666"
"2","100","true","0","300","1","91","51","true","true","true","252","300","351","349","150","150","62","289","0.3116836989524208","0.2950980392156863","0.09514563106796116"
"3","100","true","0","300","1","91","51","true","true","true","292","300","345","355","161","139","76","269","0.26971026474268683","0.3156862745098039","0.10759493670886076"
"5","100","true","0","300","1","91","51","true","true","true","292","300","341","359","156","144","75","266","0.26636215284751924","0.3215686274509804","0.11041666666666666"
"2","100","true","0","300","1","91","51","true","true","true","253","300","351","349","150","150","62","289","0.3116836989524209","0.2950980392156863","0.09514563106796116"
"1","100","true","0","300","1","91","51","true","true","true","119","300","344","356","145","155","69","275","0.3857740719682703","0.30490196078431375","0.108"
"5","100","true","0","300","1","91","51","true","true","true","293","300","341","359","156","144","75","266","0.26636215284751924","0.3215686274509804","0.11041666666666666"
"3","100","true","0","300","1","91","51","true","true","true","293","300","345","355","161","139","76","269","0.26971026474268744","0.3156862745098039","0.10759493670886076"
"2","100","true","0","300","1","91","51","true","true","true","254","300","351","349","150","150","62","289","0.311683698952421","0.2950980392156863","0.09514563106796116"
"1","100","true","0","300","1","91","51","true","true","true","120","300","344","356","145","155","69","275","0.38577407196826996","0.30490196078431375","0.108"
"3","100","true","0","300","1","91","51","true","true","true","294","300","345","355","161","139","76","269","0.2697102647426871","0.3156862745098039","0.10759493670886076"
"5","100","true","0","300","1","91","51","true","true","true","294","300","341","359","156","144","75","266","0.2663621528475192","0.3215686274509804","0.11041666666666666"
"2","100","true","0","300","1","91","51","true","true","true","255","300","351","349","150","150","62","289","0.311683698952421","0.2950980392156863","0.09514563106796116"
"3","100","true","0","300","1","91","51","true","true","true","295","300","345","355","161","139","76","269","0.26971026474268717","0.3156862745098039","0.10759493670886076"
"1","100","true","0","300","1","91","51","true","true","true","121","300","344","356","145","155","69","275","0.3857740719682705","0.30490196078431375","0.108"
"5","100","true","0","300","1","91","51","true","true","true","295","300","341","359","156","144","75","266","0.2663621528475192","0.3215686274509804","0.11041666666666666"
"3","100","true","0","300","1","91","51","true","true","true","296","300","345","355","161","139","76","269","0.2697102647426874","0.3156862745098039","0.10759493670886076"
"5","100","true","0","300","1","91","51","true","true","true","296","300","341","359","156","144","75","266","0.26636215284751935","0.3215686274509804","0.11041666666666666"
"2","100","true","0","300","1","91","51","true","true","true","256","300","351","349","150","150","62","289","0.3064484048347737","0.2950980392156863","0.09514563106796116"
"1","100","true","0","300","1","91","51","true","true","true","122","300","344","356","145","155","69","275","0.38577407196827046","0.30490196078431375","0.108"
"3","100","true","0","300","1","91","51","true","true","true","297","300","345","355","161","139","76","269","0.26971026474268706","0.3156862745098039","0.10759493670886076"
"5","100","true","0","300","1","91","51","true","true","true","297","300","341","359","156","144","75","266","0.26636215284751935","0.3215686274509804","0.11041666666666666"
"2","100","true","0","300","1","91","51","true","true","true","257","300","351","349","150","150","62","289","0.30644840483477365","0.2950980392156863","0.09514563106796116"
"1","100","true","0","300","1","91","51","true","true","true","123","300","344","356","145","155","69","275","0.3857740719682701","0.30490196078431375","0.108"
"3","100","true","0","300","1","91","51","true","true","true","298","300","345","355","161","139","76","269","0.26971026474268756","0.3156862745098039","0.10759493670886076"
"2","100","true","0","300","1","91","51","true","true","true","258","300","351","349","150","150","62","289","0.30644840483477376","0.2950980392156863","0.09514563106796116"
"5","100","true","0","300","1","91","51","true","true","true","298","300","341","359","156","144","75","266","0.2663621528475193","0.3215686274509804","0.11041666666666666"
"1","100","true","0","300","1","91","51","true","true","true","124","300","344","356","145","155","69","275","0.3857740719682704","0.30490196078431375","0.108"
"3","100","true","0","300","1","91","51","true","true","true","299","300","345","355","161","139","76","269","0.26971026474268733","0.3156862745098039","0.10759493670886076"
"2","100","true","0","300","1","91","51","true","true","true","259","300","351","349","150","150","62","289","0.3064484048347738","0.2950980392156863","0.09514563106796116"
"5","100","true","0","300","1","91","51","true","true","true","299","300","341","359","156","144","75","266","0.2663621528475193","0.3215686274509804","0.11041666666666666"
"3","100","true","0","300","1","91","51","true","true","true","300","300","345","355","161","139","76","269","0.26971026474268744","0.3156862745098039","0.10759493670886076"
"1","100","true","0","300","1","91","51","true","true","true","125","300","344","356","145","155","69","275","0.3857740719682705","0.30490196078431375","0.108"
"2","100","true","0","300","1","91","51","true","true","true","260","300","351","349","150","150","62","289","0.3064484048347737","0.2950980392156863","0.09514563106796116"
"5","100","true","0","300","1","91","51","true","true","true","300","300","341","359","156","144","75","266","0.26636215284751913","0.3215686274509804","0.11041666666666666"
"2","100","true","0","300","1","91","51","true","true","true","261","300","351","349","150","150","62","289","0.3064484048347739","0.2950980392156863","0.09514563106796116"
"1","100","true","0","300","1","91","51","true","true","true","126","300","344","356","145","155","69","275","0.3857740719682703","0.30490196078431375","0.108"
"2","100","true","0","300","1","91","51","true","true","true","262","300","351","349","150","150","62","289","0.30644840483477376","0.2950980392156863","0.09514563106796116"
"1","100","true","0","300","1","91","51","true","true","true","127","300","344","356","145","155","69","275","0.3857740719682704","0.30490196078431375","0.108"
"2","100","true","0","300","1","91","51","true","true","true","263","300","351","349","150","150","62","289","0.30644840483477354","0.2950980392156863","0.09514563106796116"
"2","100","true","0","300","1","91","51","true","true","true","264","300","351","349","150","150","62","289","0.30644840483477387","0.2950980392156863","0.09514563106796116"
"1","100","true","0","300","1","91","51","true","true","true","128","300","344","356","145","155","69","275","0.3857740719682701","0.30490196078431375","0.108"
"1","100","true","0","300","1","91","51","true","true","true","129","300","344","356","145","155","69","275","0.38577407196827007","0.30490196078431375","0.108"
"2","100","true","0","300","1","91","51","true","true","true","265","300","351","349","150","150","62","289","0.30644840483477376","0.2950980392156863","0.09514563106796116"
"2","100","true","0","300","1","91","51","true","true","true","266","300","351","349","150","150","62","289","0.3064484048347738","0.2950980392156863","0.09514563106796116"
"1","100","true","0","300","1","91","51","true","true","true","130","300","344","356","145","155","69","275","0.38577407196827057","0.30490196078431375","0.108"
"2","100","true","0","300","1","91","51","true","true","true","267","300","351","349","150","150","62","289","0.3064484048347741","0.2950980392156863","0.09514563106796116"
"1","100","true","0","300","1","91","51","true","true","true","131","300","344","356","145","155","69","275","0.38577407196827007","0.30490196078431375","0.108"
"2","100","true","0","300","1","91","51","true","true","true","268","300","351","349","150","150","62","289","0.3064484048347739","0.2950980392156863","0.09514563106796116"
"2","100","true","0","300","1","91","51","true","true","true","269","300","351","349","150","150","62","289","0.30644840483477365","0.2950980392156863","0.09514563106796116"
"1","100","true","0","300","1","91","51","true","true","true","132","300","344","356","145","155","69","275","0.38577407196827","0.30490196078431375","0.108"
"2","100","true","0","300","1","91","51","true","true","true","270","300","351","349","150","150","62","289","0.306448404834774","0.2950980392156863","0.09514563106796116"
"2","100","true","0","300","1","91","51","true","true","true","271","300","351","349","150","150","62","289","0.30644840483477376","0.2950980392156863","0.09514563106796116"
"1","100","true","0","300","1","91","51","true","true","true","133","300","344","356","145","155","69","275","0.3857740719682702","0.30490196078431375","0.108"
"2","100","true","0","300","1","91","51","true","true","true","272","300","351","349","150","150","62","289","0.30644840483477376","0.2950980392156863","0.09514563106796116"
"1","100","true","0","300","1","91","51","true","true","true","134","300","344","356","145","155","69","275","0.3857740719682697","0.30490196078431375","0.108"
"2","100","true","0","300","1","91","51","true","true","true","273","300","351","349","150","150","62","289","0.30644840483477354","0.2950980392156863","0.09514563106796116"
"2","100","true","0","300","1","91","51","true","true","true","274","300","357","343","150","150","65","292","0.2540954636583034","0.2950980392156863","0.09514563106796116"
"1","100","true","0","300","1","91","51","true","true","true","135","300","344","356","145","155","69","275","0.3857740719682699","0.30490196078431375","0.108"
"2","100","true","0","300","1","91","51","true","true","true","275","300","357","343","150","150","65","292","0.2540954636583031","0.2950980392156863","0.09514563106796116"
"2","100","true","0","300","1","91","51","true","true","true","276","300","357","343","150","150","65","292","0.2540954636583031","0.2950980392156863","0.09514563106796116"
"2","100","true","0","300","1","91","51","true","true","true","277","300","357","343","150","150","65","292","0.2540954636583033","0.2950980392156863","0.09514563106796116"
"2","100","true","0","300","1","91","51","true","true","true","278","300","357","343","150","150","65","292","0.25409546365830304","0.2950980392156863","0.09514563106796116"
"2","100","true","0","300","1","91","51","true","true","true","279","300","357","343","150","150","65","292","0.25409546365830316","0.2950980392156863","0.09514563106796116"
"2","100","true","0","300","1","91","51","true","true","true","280","300","357","343","150","150","65","292","0.2540954636583034","0.2950980392156863","0.09514563106796116"
"2","100","true","0","300","1","91","51","true","true","true","281","300","357","343","150","150","65","292","0.2540954636583031","0.2950980392156863","0.09514563106796116"
"1","100","true","0","300","1","91","51","true","true","true","136","300","344","356","145","155","69","275","0.3857740719682702","0.30490196078431375","0.108"
"2","100","true","0","300","1","91","51","true","true","true","282","300","357","343","150","150","65","292","0.2540954636583032","0.2950980392156863","0.09514563106796116"
"2","100","true","0","300","1","91","51","true","true","true","283","300","357","343","150","150","65","292","0.25409546365830327","0.2950980392156863","0.09514563106796116"
